Creative_Type	Director	Distributor	IMDB_Rating	IMDB_Votes	MPAA_Rating	Major_Genre	Production_Budget	Release_Date	Rotten_Tomatoes_Rating	Running_Time_min	Source	Title	US_DVD_Sales	US_Gross	Worldwide_Gross
Contemporary Fiction	NUUUU	NUUUU	5.5	233	NUUUU	Drama	100000	10-May-80	NUUUU	NUUUU	Original Screenplay	Penitentiary	NUUUU	287000	287000
Contemporary Fiction	Roger Spottiswoode	Universal	5.8	442	NUUUU	Adventure	12000000	13-Nov-81	NUUUU	NUUUU	Based on Book/Short Story	The Pursuit of D.B. Cooper	NUUUU	2104164	2104164
Contemporary Fiction	John Singleton	Sony/Columbia	5.1	3689	NUUUU	Drama	14000000	23-Jul-93	36	NUUUU	Original Screenplay	Poetic Justice	NUUUU	27450453	27450453
Historical Fiction	NUUUU	20th Century Fox	5.8	15861	NUUUU	Comedy	4000000	19-Mar-82	NUUUU	NUUUU	Original Screenplay	Porky's	NUUUU	109492484	109492484
Factual	NUUUU	Arab Film Distribution	3.0	75	Not Rated	Documentary	70000	28-Jan-05	NUUUU	NUUUU	Based on Real Life Events	Peace, Propaganda and the Promised Land	NUUUU	4930	4930
NUUUU	Robert Altman	Paramount Pictures	4.9	11433	NUUUU	NUUUU	20000000	12-Dec-80	56	NUUUU	NUUUU	Popeye	NUUUU	49823037	49823037
Science Fiction	Stephen Hopkins	20th Century Fox	6.0	35411	NUUUU	Action	35000000	21-Nov-90	23	NUUUU	Original Screenplay	Predator 2	NUUUU	28317513	54768418
Science Fiction	John McTiernan	20th Century Fox	7.8	88522	NUUUU	Action	18000000	12-Jun-87	76	NUUUU	Original Screenplay	Predator	NUUUU	59735548	98267558
Fantasy	Rob Reiner	20th Century Fox	8.1	123571	NUUUU	Adventure	15000000	25-Sep-87	95	NUUUU	Based on Book/Short Story	The Princess Bride	NUUUU	30857000	30857000
NUUUU	Renny Harlin	Empire Pictures	5.8	1154	NUUUU	Horror	4000000	4-Mar-88	NUUUU	NUUUU	Original Screenplay	Prison	NUUUU	354704	354704
Contemporary Fiction	Luc Besson	Sony Pictures	8.6	199762	R	Thriller/Suspense	16000000	18-Nov-94	NUUUU	NUUUU	Original Screenplay	LÈon	NUUUU	19284974	45284974
NUUUU	John Frankenheimer	NUUUU	4.7	1381	NUUUU	NUUUU	12000000	15-Jun-79	25	NUUUU	NUUUU	Prophecy	NUUUU	21000000	21000000
Contemporary Fiction	Barbra Streisand	Sony/Columbia	6.4	6829	NUUUU	Drama	30000000	25-Dec-91	74	NUUUU	Based on Book/Short Story	The Prince of Tides	NUUUU	74787599	74787599
Dramatization	NUUUU	Castle Hill Productions	5.7	161	PG	Drama	1000000	23-Sep-05	NUUUU	NUUUU	Based on Real Life Events	Proud	NUUUU	0	0
Contemporary Fiction	Garry Marshall	Walt Disney Pictures	6.7	60742	NUUUU	Romantic Comedy	14000000	23-Mar-90	62	NUUUU	Original Screenplay	Pretty Woman	NUUUU	178406268	463400000
Historical Fiction	NUUUU	NUUUU	6.6	1275	NUUUU	Drama	10000000	2-Feb-07	40	NUUUU	Original Screenplay	Partition	NUUUU	0	0
NUUUU	Bob Rafelson	NUUUU	6.4	6886	NUUUU	NUUUU	12000000	20-Mar-81	70	NUUUU	NUUUU	The Postman Always Rings Twice	NUUUU	12200000	44200000
Fantasy	Francis Ford Coppola	Sony/TriStar	6.3	12457	NUUUU	Comedy	18000000	10-Oct-86	88	NUUUU	Original Screenplay	Peggy Sue Got Married	NUUUU	41382841	41382841
Fantasy	NUUUU	RKO Radio Pictures	7.1	16894	PG	Adventure	4000000	5-Feb-53	83	NUUUU	Based on Book/Short Story	Peter Pan	90536550	87400000	87400000
Fantasy	NUUUU	Paramount Pictures	6.3	19257	NUUUU	Horror	11500000	21-Apr-89	50	NUUUU	Based on Book/Short Story	Pet Sematary	NUUUU	57469179	57469179
NUUUU	Franklin J. Schaffner	NUUUU	8.1	39570	NUUUU	NUUUU	12000000	1-Jan-70	97	NUUUU	NUUUU	Patton	NUUUU	62500000	62500000
NUUUU	NUUUU	IDP/Goldwyn/Roadside	6.4	1701	R	NUUUU	15000	2-Jun-06	NUUUU	NUUUU	NUUUU	The Puffy Chair	NUUUU	194523	194523
Contemporary Fiction	Quentin Tarantino	Miramax	8.9	417703	R	Drama	8000000	14-Oct-94	94	NUUUU	Original Screenplay	Pulp Fiction	NUUUU	107928762	212928762
Historical Fiction	NUUUU	Paramount Pictures	6.5	5037	PG-13	Musical	20000000	15-Oct-69	23	NUUUU	Based on Play	Paint Your Wagon	NUUUU	31678778	31678778
Contemporary Fiction	NUUUU	Universal	4.6	406	NUUUU	Comedy	12500000	25-May-79	NUUUU	NUUUU	Based on Book/Short Story	The Prisoner of Zenda	NUUUU	7000000	7000000
Historical Fiction	Mira Nair	Goldwyn Entertainment	6.0	1177	R	Comedy	11000000	12-May-95	67	NUUUU	Based on Book/Short Story	The Perez Family	NUUUU	2794056	2794056
Fantasy	NUUUU	United Film Distribution Co.	6.1	1899	NUUUU	Horror	1200000	19-Nov-82	NUUUU	NUUUU	Original Screenplay	Q	NUUUU	255000	255000
Historical Fiction	Sam Raimi	Sony Pictures	6.3	27352	R	Western	32000000	10-Feb-95	56	NUUUU	Original Screenplay	The Quick and the Dead	NUUUU	18552460	18552460
Historical Fiction	Simon Wincer	MGM	6.5	6001	NUUUU	Western	20000000	19-Oct-90	60	NUUUU	Original Screenplay	Quigley Down Under	NUUUU	21413105	21413105
Historical Fiction	Jean-Jacques Annaud	20th Century Fox	7.4	6198	NUUUU	Adventure	12500000	12-Feb-82	NUUUU	NUUUU	Based on Book/Short Story	La Guerre du feu	NUUUU	20959585	20959585
NUUUU	NUUUU	NUUUU	5.8	898	NUUUU	NUUUU	8250000	23-Feb-51	88	NUUUU	NUUUU	Quo Vadis?	NUUUU	30000000	30000000
Contemporary Fiction	NUUUU	UTV Communications	8.1	12116	Not Rated	Drama	5300000	27-Jan-06	NUUUU	NUUUU	Original Screenplay	Rang De Basanti	NUUUU	2197694	29197694
NUUUU	NUUUU	NUUUU	6.5	4800	NUUUU	NUUUU	5000000	11-Mar-76	68	NUUUU	NUUUU	Robin and Marian	NUUUU	8000000	8000000
Contemporary Fiction	Ron Howard	Walt Disney Pictures	6.6	38524	R	Action	70000000	8-Nov-96	70	121	Original Screenplay	Ransom	NUUUU	136492681	308700000
NUUUU	Roman Polanski	NUUUU	8.1	50860	NUUUU	NUUUU	3200000	12-Jun-68	98	NUUUU	NUUUU	Rosemary's Baby	NUUUU	33395426	33395426
NUUUU	Alfred Hitchcock	MGM	8.4	35429	NUUUU	Drama	1288000	1940-01-01	100	NUUUU	Based on Book/Short Story	Rebecca	NUUUU	6000000	6000000
Historical Fiction	Kevin Reynolds	Warner Bros.	6.7	54480	PG-13	Adventure	50000000	14-Jun-91	56	NUUUU	Traditional/Legend/Fairytale	Robin Hood: Prince of Thieves	NUUUU	165493908	390500000
Contemporary Fiction	NUUUU	New Line	NUUUU	NUUUU	R	Action	7500000	23-Feb-96	NUUUU	100	Original Screenplay	Rumble in the Bronx	NUUUU	32281907	36238752
Dramatization	Michael Caton-Jones	MGM	6.8	15630	R	Drama	28000000	7-Apr-95	71	NUUUU	Based on Real Life Events	Rob Roy	NUUUU	31390587	31390587
Dramatization	Martin Scorsese	MGM	8.4	90015	Not Rated	Drama	18000000	14-Nov-80	98	NUUUU	Based on Real Life Events	Raging Bull	NUUUU	23380203	23380203
Historical Fiction	NUUUU	MGM	7.5	6625	R	Drama	9200000	29-Dec-95	95	NUUUU	Based on Play	Richard III	NUUUU	2684904	4204857
Contemporary Fiction	Brian De Palma	Universal	5.7	5135	NUUUU	Thriller/Suspense	11000000	7-Aug-92	53	NUUUU	Original Screenplay	Raising Cain	NUUUU	21171695	21171695
Science Fiction	Paul Verhoeven	Orion Pictures	7.6	52898	NUUUU	Action	13000000	17-Jul-87	88	NUUUU	Original Screenplay	RoboCop	NUUUU	53424681	53424681
Science Fiction	NUUUU	Orion Pictures	3.4	13310	NUUUU	Action	22000000	5-Nov-93	NUUUU	NUUUU	Original Screenplay	RoboCop 3	NUUUU	10696210	10696210
Contemporary Fiction	Donald Petrie	Warner Bros.	4.7	12687	PG	Comedy	40000000	21-Dec-94	25	NUUUU	Original Screenplay	Ri¢hie Ri¢h	NUUUU	38087756	38087756
Historical Fiction	Woody Allen	Orion Pictures	7.5	10839	NUUUU	Comedy	16000000	30-Jan-87	95	NUUUU	Original Screenplay	Radio Days	NUUUU	14792779	14792779
Historical Fiction	Richard Donner	Sony Pictures	6.5	6210	NUUUU	Drama	35000000	21-Feb-92	43	NUUUU	Original Screenplay	Radio Flyer	NUUUU	4651977	4651977
NUUUU	Quentin Tarantino	Miramax	8.4	212985	R	NUUUU	1200000	23-Oct-92	96	NUUUU	NUUUU	Reservoir Dogs	18806836	2832029	2832029
Historical Fiction	Steven Spielberg	Paramount Pictures	8.7	242661	PG	Adventure	20000000	12-Jun-81	NUUUU	NUUUU	Original Screenplay	Raiders of the Lost Ark	19608618	245034358	386800358
NUUUU	Howard Hawks	NUUUU	7.8	10629	NUUUU	NUUUU	3000000	1948-01-01	100	NUUUU	NUUUU	Red River	NUUUU	9012000	9012000
Historical Fiction	Warren Beatty	Paramount Pictures	7.4	8455	NUUUU	Drama	33500000	4-Dec-81	94	NUUUU	Based on Book/Short Story	Reds	NUUUU	50000000	50000000
Historical Fiction	NUUUU	Lionsgate	7.7	14545	R	Drama	10000000	11-Jun-99	NUUUU	NUUUU	Original Screenplay	Le Violon rouge	NUUUU	10019109	10019109
Fantasy	Richard Fleischer	MGM	4.4	11896	NUUUU	Action	17900000	28-Jun-85	20	NUUUU	Based on Book/Short Story	Red Sonja	NUUUU	6905861	6905861
Science Fiction	Richard Marquand	20th Century Fox	NUUUU	NUUUU	PG	Adventure	32500000	25-May-83	NUUUU	NUUUU	Original Screenplay	Star Wars Ep. VI: Return of the Jedi	12356425	309205079	572700000
NUUUU	NUUUU	Kino International	2.3	236	PG-13	Drama	15000000	6-Feb-04	NUUUU	NUUUU	NUUUU	The Return	NUUUU	501752	2658490
Contemporary Fiction	NUUUU	Lavender House Films	NUUUU	NUUUU	Not Rated	Drama	10000	14-Aug-08	NUUUU	87	Original Screenplay	The Rise and Fall of Miss Thang	NUUUU	401	401
Factual	Michael Moore	Warner Bros.	7.5	14883	NUUUU	Documentary	140000	20-Dec-89	100	NUUUU	Based on Real Life Events	Roger & Me	NUUUU	6706368	6706368
Dramatization	Philip Kaufman	Warner Bros.	7.9	24275	NUUUU	Action	27000000	21-Oct-83	97	NUUUU	Based on Book/Short Story	The Right Stuff	NUUUU	21500000	21500000
NUUUU	NUUUU	20th Century Fox	7.1	41265	NUUUU	Musical	1200000	26-Sep-75	77	NUUUU	NUUUU	The Rocky Horror Picture Show	NUUUU	139876417	139876417
Contemporary Fiction	NUUUU	United Artists	5.8	14085	NUUUU	Action	10000000	19-May-89	44	NUUUU	Original Screenplay	Road House	NUUUU	30050028	30050028
Contemporary Fiction	NUUUU	Gramercy	6.3	6537	R	Drama	10000000	4-Feb-94	24	NUUUU	Original Screenplay	Romeo Is Bleeding	NUUUU	3275585	3275585
Contemporary Fiction	NUUUU	Off-Hollywood Distribution	4.2	232	R	Drama	2000000	7-Jul-07	NUUUU	NUUUU	Original Screenplay	Rockaway	NUUUU	0	0
NUUUU	John G. Avildsen	MGM	4.0	84	NUUUU	NUUUU	1000000	21-Nov-76	NUUUU	NUUUU	NUUUU	Rocky	NUUUU	117235147	225000000
Fantasy	NUUUU	Lorimar Motion Pictures	5.1	4661	NUUUU	Horror	6200000	15-Jan-88	NUUUU	NUUUU	NUUUU	Return of the Living Dead Part II	NUUUU	9205924	9205924
Contemporary Fiction	NUUUU	Halestone	5.5	449	PG	Comedy	500000	31-Jan-03	64	NUUUU	Original Screenplay	The R.M.	NUUUU	1111615	1111615
Contemporary Fiction	Penny Marshall	Walt Disney Pictures	5.9	7650	PG-13	Comedy	40000000	3-Jun-94	NUUUU	NUUUU	Original Screenplay	Renaissance Man	NUUUU	24172899	24172899
Contemporary Fiction	George P. Cosmatos	Sony/TriStar	5.8	38548	R	Action	44000000	22-May-85	30	NUUUU	Based on Book/Short Story	Rambo: First Blood Part II	NUUUU	150415432	300400000
Contemporary Fiction	NUUUU	Sony/TriStar	4.9	31551	NUUUU	Action	58000000	25-May-88	36	NUUUU	Based on Book/Short Story	Rambo III	NUUUU	53715611	188715611
Contemporary Fiction	Baz Luhrmann	20th Century Fox	6.5	78	PG-13	Drama	14500000	1-Nov-96	NUUUU	120	Based on Play	Romeo+Juliet	NUUUU	46338728	147542381
NUUUU	Stephen Fry	NUUUU	NUUUU	NUUUU	NUUUU	NUUUU	20000000	31-Dec-07	NUUUU	NUUUU	NUUUU	Ramanujan	NUUUU	0	0
Contemporary Fiction	Barry Levinson	MGM	8.0	106163	NUUUU	Comedy	25000000	16-Dec-88	87	NUUUU	Original Screenplay	Rain Man	NUUUU	172825435	412800000
NUUUU	Kevin Reynolds	NUUUU	6.1	2081	NUUUU	NUUUU	20000000	11-Sep-94	NUUUU	NUUUU	NUUUU	Rapa Nui	NUUUU	305070	305070
NUUUU	NUUUU	NUUUU	5.9	228	NUUUU	NUUUU	17000000	1981-01-01	NUUUU	NUUUU	NUUUU	Roar	NUUUU	2000000	2000000
NUUUU	NUUUU	NUUUU	6.7	2913	NUUUU	NUUUU	5000000	16-Sep-53	38	NUUUU	NUUUU	The Robe	NUUUU	36000000	36000000
Contemporary Fiction	Michael Bay	Walt Disney Pictures	7.2	108324	R	Action	75000000	7-Jun-96	66	136	Original Screenplay	The Rock	NUUUU	134069511	336069511
Historical Fiction	James Ivory	Sony/Columbia	7.9	21736	NUUUU	Drama	15000000	5-Nov-93	97	NUUUU	Based on Book/Short Story	The Remains of the Day	NUUUU	22954968	63954968
NUUUU	Jerry Zucker	NUUUU	7.8	57000	NUUUU	Comedy	3500000	4-Jul-80	98	NUUUU	Original Screenplay	Airplane!	NUUUU	83453539	83453539
Science Fiction	NUUUU	Universal	6.7	12438	NUUUU	Comedy	1500000	2-Mar-84	97	NUUUU	Original Screenplay	Repo Man	NUUUU	2300000	2300000
NUUUU	NUUUU	Yash Raj Films	7.5	1436	NUUUU	NUUUU	1070000	11-Dec-09	NUUUU	NUUUU	NUUUU	Rocket Singh: Salesman of the Year	NUUUU	164649	5348767
NUUUU	NUUUU	NUUUU	3.9	1757	PG	NUUUU	40000000	1-Aug-80	60	NUUUU	NUUUU	Raise the Titanic	NUUUU	7000000	7000000
Historical Fiction	NUUUU	Miramax	6.5	4024	R	Drama	18000000	29-Dec-95	NUUUU	NUUUU	Based on Book/Short Story	Restoration	NUUUU	4100000	4100000
Science Fiction	NUUUU	Orion Pictures	7.1	13621	NUUUU	Horror	4000000	16-Aug-85	88	NUUUU	NUUUU	The Return of the Living Dead	NUUUU	14237880	14237880
Science Fiction	NUUUU	NUUUU	5.9	849	NUUUU	Comedy	2700000	26-Sep-08	NUUUU	NUUUU	Original Screenplay	Rejsen til Saturn	NUUUU	0	2783634
Factual	NUUUU	Arab Film Distribution	8.5	35	Not Rated	Documentary	5000	13-Jul-05	NUUUU	NUUUU	NUUUU	Return to the Land of Wonders	NUUUU	1338	1338
Fantasy	NUUUU	Walt Disney Pictures	6.7	7491	NUUUU	Adventure	27000000	21-Jun-85	55	NUUUU	Based on Book/Short Story	Return to Oz	NUUUU	10618813	10618813
Science Fiction	Paul Michael Glaser	Sony/TriStar	6.4	36308	NUUUU	Action	30000000	13-Nov-87	63	NUUUU	Based on Book/Short Story	The Running Man	NUUUU	38122000	38122000
Contemporary Fiction	Tom Tykwer	Sony Pictures	6.0	91	R	Thriller/Suspense	1750000	18-Jun-99	NUUUU	NUUUU	Original Screenplay	Run Lola Run	NUUUU	7267324	14533173
NUUUU	NUUUU	NUUUU	7.3	252	NUUUU	Thriller/Suspense	350000	15-Nov-02	NUUUU	NUUUU	NUUUU	Revolution#9	NUUUU	9118	9118
Contemporary Fiction	Curtis Hanson	Universal	6.2	14285	PG-13	Action	45000000	30-Sep-94	56	NUUUU	Original Screenplay	The River Wild	NUUUU	46815000	94215000
Contemporary Fiction	David Fincher	New Line	8.7	278918	R	Thriller/Suspense	30000000	22-Sep-95	NUUUU	NUUUU	Original Screenplay	Se7en	NUUUU	100125643	328125643
NUUUU	NUUUU	October Films	5.9	1743	R	NUUUU	1000000	7-Aug-98	58	NUUUU	NUUUU	Safe Men	NUUUU	21210	21210
Contemporary Fiction	Mike Leigh	October Films	7.9	14364	R	Drama	4500000	28-Sep-96	94	NUUUU	Original Screenplay	Secrets & Lies	NUUUU	13417292	13417292
Contemporary Fiction	NUUUU	Universal	5.2	9693	PG	Comedy	39000000	29-Mar-96	33	93	Based on TV	Sgt. Bilko	NUUUU	30356589	37956589
Contemporary Fiction	Sydney Pollack	Paramount Pictures	6.0	15749	PG	Romantic Comedy	58000000	15-Dec-95	61	NUUUU	Remake	Sabrina	NUUUU	53458319	87100000
Contemporary Fiction	Luc Besson	Island/Alive	6.2	5904	NUUUU	Drama	2000000	6-Nov-85	86	NUUUU	Original Screenplay	Subway	NUUUU	390659	1663296
Contemporary Fiction	Spike Lee	Sony Pictures	5.3	2667	NUUUU	Drama	6000000	12-Feb-88	58	NUUUU	Original Screenplay	School Daze	NUUUU	14545844	14545844
Historical Fiction	Brian De Palma	Universal	8.2	152262	Not Rated	Drama	25000000	9-Dec-83	88	NUUUU	Remake	Scarface	15386092	44942821	44942821
Dramatization	Steven Spielberg	Universal	8.9	276283	R	Drama	25000000	15-Dec-93	97	NUUUU	Based on Real Life Events	Schindler's List	NUUUU	96067179	321200000
NUUUU	Elia Kazan	Warner Bros.	8.1	33781	NUUUU	NUUUU	1800000	18-Sep-51	NUUUU	NUUUU	Based on Play	A Streetcar Named Desire	NUUUU	8000000	8000000
Contemporary Fiction	George P. Cosmatos	Walt Disney Pictures	4.7	2427	R	Thriller/Suspense	45000000	31-Jan-97	NUUUU	NUUUU	Original Screenplay	Shadow Conspiracy	NUUUU	2154540	2154540
Factual	NUUUU	Mela Films	6.9	105	Not Rated	Documentary	200000	22-Oct-04	75	NUUUU	Based on Real Life Events	Short Cut to Nirvana: Kumbh Mela	NUUUU	381225	439651
Dramatization	Stanley Kubrick	Universal	8.0	50856	NUUUU	Action	12000000	7-Oct-60	96	NUUUU	Based on Book/Short Story	Spartacus	NUUUU	30000000	60000000
NUUUU	NUUUU	NUUUU	6.9	436	NUUUU	Drama	450000	22-Aug-97	79	NUUUU	NUUUU	Sunday	NUUUU	410919	450349
NUUUU	NUUUU	NUUUU	6.7	1795	NUUUU	NUUUU	200000	9-Feb-33	100	NUUUU	NUUUU	She Done Him Wrong	NUUUU	2000000	2000000
NUUUU	NUUUU	NUUUU	NUUUU	NUUUU	Not Rated	Documentary	3500000	7-Nov-06	NUUUU	NUUUU	NUUUU	Secret, The	65505095	0	0
NUUUU	NUUUU	3D Entertainment	NUUUU	NUUUU	NUUUU	NUUUU	5000000	NUUUU	NUUUU	NUUUU	NUUUU	Sea Rex 3D: Journey to a Prehistoric World	NUUUU	0	0
NUUUU	NUUUU	NUUUU	5.7	436	NUUUU	NUUUU	4500000	9-Mar-62	14	NUUUU	NUUUU	State Fair	NUUUU	3500000	3500000
NUUUU	NUUUU	Strand	NUUUU	NUUUU	NUUUU	Thriller/Suspense	250000	8-Jan-99	NUUUU	NUUUU	NUUUU	Sticky Fingers of Time	NUUUU	18195	20628
Science Fiction	NUUUU	NUUUU	NUUUU	NUUUU	NUUUU	Action	7000000	11-Mar-08	NUUUU	NUUUU	Based on TV	Stargate - The Ark of Truth	8962832	0	0
Contemporary Fiction	Spike Lee	Island	6.2	2594	NUUUU	Comedy	175000	8-Aug-86	93	NUUUU	Original Screenplay	She's Gotta Have It	NUUUU	7137502	7137502
Science Fiction	Roland Emmerich	MGM	6.7	47174	PG-13	Action	55000000	28-Oct-94	46	NUUUU	Original Screenplay	Stargate	NUUUU	71565669	196565669
Super Hero	Russell Mulcahy	Universal	5.6	9530	PG-13	Action	40000000	1-Jul-94	34	NUUUU	Based on Comic/Graphic Novel	The Shadow	NUUUU	31835600	31835600
NUUUU	NUUUU	NUUUU	6.9	1788	NUUUU	NUUUU	2300000	24-Sep-51	89	NUUUU	NUUUU	Show Boat	NUUUU	11000000	11000000
Dramatization	Sir Richard Attenborough	Savoy	7.4	7689	R	Drama	22000000	29-Dec-93	96	NUUUU	Based on Play	Shadowlands	NUUUU	25842377	25842377
NUUUU	NUUUU	MGM	2.6	2591	NUUUU	NUUUU	17000000	29-Aug-86	14	NUUUU	NUUUU	Shanghai Surprise	NUUUU	2315000	2315000
NUUUU	NUUUU	NUUUU	5.3	1090	NUUUU	NUUUU	1455000	1968-01-01	NUUUU	NUUUU	NUUUU	Shalako	NUUUU	2620000	2620000
Contemporary Fiction	John Guillermin	Sony/Columbia	4.3	1598	NUUUU	Adventure	25000000	17-Aug-84	38	NUUUU	Based on Comic/Graphic Novel	Sheena	NUUUU	5778353	5778353
Dramatization	Scott Hicks	Fine Line	7.6	22439	PG-13	Drama	5500000	22-Nov-96	90	105	Based on Real Life Events	Shine	NUUUU	35811509	35811509
Fantasy	Stanley Kubrick	Warner Bros.	8.5	177762	NUUUU	Horror	19000000	23-May-80	87	NUUUU	Based on Book/Short Story	The Shining	NUUUU	44017374	44017374
Historical Fiction	NUUUU	Walt Disney Pictures	6.4	1125	NUUUU	Adventure	8500000	1-Mar-91	NUUUU	NUUUU	Based on Book/Short Story	Haakon Haakonsen	NUUUU	15024232	15024232
Contemporary Fiction	NUUUU	Sony Pictures	3.7	6094	NUUUU	Comedy	40000000	15-May-87	19	NUUUU	Original Screenplay	Ishtar	NUUUU	14375181	14375181
Contemporary Fiction	Paul Verhoeven	MGM	4.1	27004	NC-17	Drama	40000000	22-Sep-95	12	NUUUU	Original Screenplay	Showgirls	NUUUU	20254932	20254932
Historical Fiction	Frank Darabont	Sony Pictures	9.2	519541	R	Drama	25000000	23-Sep-94	88	NUUUU	Based on Book/Short Story	The Shawshank Redemption	NUUUU	28241469	28241469
Fantasy	NUUUU	Paramount Pictures	5.9	6387	NUUUU	Horror	7000000	11-Oct-85	50	NUUUU	Based on Book/Short Story	Silver Bullet	NUUUU	10803211	10803211
NUUUU	NUUUU	Sky Island	NUUUU	NUUUU	R	Romantic Comedy	200000	9-Sep-05	11	NUUUU	Original Screenplay	Side Effects	NUUUU	44701	44701
Contemporary Fiction	F. Gary Gray	New Line	6.3	4570	R	Drama	9000000	6-Nov-96	61	120	Original Screenplay	Set It Off	NUUUU	36049108	36049108
Contemporary Fiction	Jonathan Demme	Orion Pictures	8.7	244856	NUUUU	Thriller/Suspense	20000000	14-Feb-91	96	NUUUU	Based on Book/Short Story	The Silence of the Lambs	NUUUU	130726716	275726716
Contemporary Fiction	NUUUU	NUUUU	NUUUU	NUUUU	NUUUU	Black Comedy	2600000	29-Feb-08	NUUUU	NUUUU	Original Screenplay	Silver Medalist	NUUUU	0	0
NUUUU	Russell Mulcahy	NUUUU	5.2	1364	NUUUU	NUUUU	15000000	26-Jun-96	NUUUU	NUUUU	NUUUU	Silent Trigger	NUUUU	76382	76382
Fantasy	NUUUU	Paramount Pictures	5.3	7888	R	Horror	14000000	25-Oct-96	18	93	Based on Book/Short Story	Thinner	NUUUU	15171475	15171475
Contemporary Fiction	NUUUU	Miramax	8.0	41785	R	Drama	4833610	20-Nov-96	96	133	Based on Short Film	Sling Blade	NUUUU	24475416	34175000
NUUUU	Richard Linklater	NUUUU	6.9	5907	NUUUU	NUUUU	23000	1-Aug-91	83	NUUUU	NUUUU	Slacker	NUUUU	1227508	1227508
NUUUU	Billy Wilder	NUUUU	8.3	67157	NUUUU	NUUUU	2883848	29-Mar-59	97	NUUUU	NUUUU	Some Like it Hot	NUUUU	25000000	25000000
Historical Fiction	Roland Joffe	Walt Disney Pictures	4.6	6155	R	Drama	50000000	13-Oct-95	15	NUUUU	Based on Book/Short Story	The Scarlet Letter	NUUUU	10359006	10359006
NUUUU	NUUUU	Cinema Service	7.1	1724	Not Rated	Action	8500000	23-Apr-04	NUUUU	NUUUU	NUUUU	Silmido	NUUUU	298347	30298347
NUUUU	Woody Allen	MGM	7.3	15466	NUUUU	Comedy	2000000	17-Dec-73	100	NUUUU	Original Screenplay	Sleeper	NUUUU	18344729	18344729
Dramatization	Barry Levinson	Warner Bros.	7.3	51874	R	Drama	44000000	18-Oct-96	73	105	Based on Book/Short Story	Sleepers	NUUUU	53300852	165600852
NUUUU	NUUUU	NUUUU	6.0	1136	R	NUUUU	500000	10-Jan-03	NUUUU	NUUUU	NUUUU	The Slaughter Rule	NUUUU	13134	13134
NUUUU	King Vidor	NUUUU	6.0	915	NUUUU	NUUUU	5000000	1-Jan-59	NUUUU	NUUUU	NUUUU	Solomon and Sheba	NUUUU	11000000	11000000
Contemporary Fiction	NUUUU	Alliance	6.7	585	Not Rated	Drama	2500000	3-Oct-03	NUUUU	NUUUU	Based on Book/Short Story	Sur Le Seuil	NUUUU	2013052	2013052
Contemporary Fiction	Bryan Singer	Gramercy	8.7	266890	R	Drama	6000000	16-Aug-95	87	NUUUU	Original Screenplay	The Usual Suspects	NUUUU	23341568	23341568
Historical Fiction	Lawrence Kasdan	Sony/Columbia	7.0	14243	NUUUU	Western	26000000	10-Jul-85	76	NUUUU	Original Screenplay	Silverado	NUUUU	33200000	33200000
NUUUU	NUUUU	Hemdale	7.5	7797	NUUUU	Drama	4500000	23-Apr-86	91	NUUUU	Original Screenplay	Salvador	NUUUU	1500000	1500000
NUUUU	Steven Soderbergh	Miramax	NUUUU	NUUUU	NUUUU	NUUUU	1200000	4-Aug-89	97	NUUUU	NUUUU	Sex, Lies, and Videotape	NUUUU	24741667	36741667
Contemporary Fiction	NUUUU	Wolfe Releasing	5.9	288	R	Thriller/Suspense	400000	4-Nov-05	NUUUU	NUUUU	Original Screenplay	Show Me	NUUUU	0	0
Contemporary Fiction	NUUUU	Strand	8.0	4873	NUUUU	Comedy	1300000	7-Apr-06	NUUUU	NUUUU	Original Screenplay	Simon	NUUUU	4055	4055
Fantasy	NUUUU	Walt Disney Pictures	3.8	17281	NUUUU	Action	42000000	28-May-93	NUUUU	NUUUU	Based on Game	Super Mario Bros.	NUUUU	20844907	20844907
Fantasy	NUUUU	Universal	7.0	8787	NUUUU	Drama	5100000	3-Oct-80	63	NUUUU	Based on Book/Short Story	Somewhere in Time	NUUUU	9709597	9709597
Contemporary Fiction	NUUUU	Miramax	6.9	5058	PG-13	Comedy	2000000	26-Jun-98	86	NUUUU	Based on Book/Short Story	Smoke Signals	NUUUU	6719300	7756617
Contemporary Fiction	John Waters	Savoy	6.4	10999	R	Comedy	13000000	13-Apr-94	61	NUUUU	Original Screenplay	Serial Mom	NUUUU	7881335	7881335
Contemporary Fiction	NUUUU	Regent Releasing	7.6	5251	R	Drama	3000000	17-Mar-06	NUUUU	NUUUU	Original Screenplay	Sommersturm	NUUUU	95204	95204
NUUUU	Mel Brooks	20th Century Fox	6.4	6248	NUUUU	Comedy	4400000	25-Jun-76	89	NUUUU	Original Screenplay	Silent Movie	NUUUU	36145695	36145695
Kids Fiction	John Pasquin	Walt Disney Pictures	6.1	17773	PG	Comedy	22000000	11-Nov-94	79	NUUUU	Original Screenplay	The Santa Clause	NUUUU	144833357	189800000
Contemporary Fiction	NUUUU	Halestorm Entertainment	5.7	736	PG	Comedy	500000	1-Feb-02	50	NUUUU	Original Screenplay	The Singles Ward	NUUUU	1250798	1250798
Historical Fiction	Ang Lee	Sony Pictures	7.7	31279	PG	Drama	16500000	11-Dec-95	98	NUUUU	Based on Book/Short Story	Sense and Sensibility	NUUUU	42993774	134993774
